county,County.FIPS,id,abbr,state,perc_stud_debt,perc_stud_debt_nw,perc_stud_debt_wh,med_stud_debt,med_stud_debt_nw,med_stud_debt_wh,perc_stud_debt_collect_STUD,perc_stud_debt_collect_STUD_nw,perc_stud_debt_collect_STUD_wh,med_stud_debt_collect,med_stud_debt_collect_nw,med_stud_debt_collect_wh,med_mon_pmt,med_mon_pmt_nw,med_mon_pmt_wh,perc_no_bach,perc_no_bach_nw,perc_no_bach_wh,perc_pop_nw,avg_income,avg_income_nw,avg_income_wh
York County,42133,42133,PA,Pennsylvania,.1875178,.1307692,.1896219,20773,NULL,21000,.0904255,.2058823,.0875684,8679,NULL,9265,172,NULL,175,.7439476,.8203396,.7325808,.1724641,83566,59436,86923
Bristol County,44001,44001,RI,Rhode Island,.21875,NULL,.21875,23300,NULL,23300,.0559006,n/a**,.0559006,NULL,NULL,NULL,189,NULL,189,.5286818,.5646192,.5264059,.0774847,108279,98152,108888
Kent County,44003,44003,RI,Rhode Island,.1783417,NULL,.1785331,19516,NULL,19516,.0881763,n/a**,.0881764,NULL,NULL,NULL,167,NULL,167,.6588446,.6250345,.6621896,.1205534,89183,93908,88763
Newport County,44005,44005,RI,Rhode Island,.1607929,NULL,.1609111,23058,NULL,23058,.0639269,n/a**,.0639269,NULL,NULL,NULL,187,NULL,187,.4919989,.628866,.4725595,.1474401,112309,96090,114409
Providence County,44007,44007,RI,Rhode Island,.1881642,.1948882,.1885031,18462,16001,18903,.0996678,.136612,.0842745,12517,10641,14129,157,131,164,.7139595,.7997333,.6706049,.3987272,74206,57531,82299
Washington County,44009,44009,RI,Rhode Island,.1624441,NULL,.1637368,17946,NULL,18219,.0703364,n/a**,.0705521,NULL,NULL,NULL,160,NULL,160,.526413,.4763487,.5303242,.1001117,112267,88066,114086
Abbeville County,45001,45001,SC,South Carolina,.1328125,NULL,.1339286,16831,NULL,NULL,.1568628,n/a**,.1333333,NULL,NULL,NULL,NULL,NULL,NULL,.8410921,.9214314,.8066667,.3115545,51486,37270,57782
Aiken County,45003,45003,SC,South Carolina,.1538462,NULL,.1544515,20885,NULL,19695,.1273148,n/a*,.1082803,9849,NULL,NULL,160,NULL,142,.7355837,.8769921,.6775378,.3405293,70625,52675,77915
Allendale County,45005,45005,SC,South Carolina,.2195122,.2241379,NULL,NULL,NULL,NULL,.4444444,.4615385,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.9060475,.9274809,.8488109,.7775125,38401,32503,56395
Anderson County,45007,45007,SC,South Carolina,.1360248,NULL,.1412045,20122,NULL,20709,.086758,n/a**,.0795181,NULL,NULL,NULL,145,NULL,151,.7620457,.8659462,.7368726,.231138,69079,51129,73963
Bamberg County,45009,45009,SC,South Carolina,.1878173,.1941177,NULL,NULL,NULL,NULL,.2162162,.2121212,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8129364,.8721996,.7221934,.6428082,47509,36824,64624
Barnwell County,45011,45011,SC,South Carolina,.1807229,.2463768,NULL,16076,NULL,NULL,.25,.2941176,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8847881,.8670439,.8991,.4946007,48742,35532,60303
Beaufort County,45013,45013,SC,South Carolina,.1355335,.1568628,.1294698,23602,NULL,22955,.1182033,.275,.0857143,9653,NULL,NULL,188,NULL,189,.5714887,.8138111,.4897633,.3226824,92193,59381,102481
Berkeley County,45015,45015,SC,South Carolina,.2075062,.2154696,.2079208,20284,NULL,19773,.103139,.1025641,.0918367,12267,NULL,NULL,159,NULL,166,.7527176,.8338847,.7114226,.3676947,78381,58786,87889
Calhoun County,45017,45017,SC,South Carolina,.1919192,NULL,NULL,NULL,NULL,NULL,.2105263,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8084768,.9207857,.7225434,.4622443,60797,50922,67844
Charleston County,45019,45019,SC,South Carolina,.1952568,.1895874,.1967247,24145,24713,23833,.1050671,.1398964,.0842993,17999,NULL,19319,177,155,183,.5460091,.7901608,.4321009,.3519001,96716,55594,114533
Cherokee County,45021,45021,SC,South Carolina,.1182213,NULL,.1206704,22945,NULL,22686,.1559633,n/a**,.1574074,NULL,NULL,NULL,141,NULL,140,.8615562,.9026558,.848832,.2708116,52714,34562,58579
Chester County,45023,45023,SC,South Carolina,.1136364,NULL,.1517241,16659,NULL,NULL,.1166667,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.8629271,.8900637,.8467702,.4124234,51811,41235,58406
Chesterfield County,45025,45025,SC,South Carolina,.1461268,NULL,.1387283,17373,NULL,NULL,.1686747,n/a**,.25,NULL,NULL,NULL,134,NULL,NULL,.8990993,.9311607,.8809547,.3944681,51767,39298,58819
Clarendon County,45027,45027,SC,South Carolina,.1536965,NULL,NULL,19407,NULL,NULL,.113924,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8450108,.8951448,.7973608,.5247082,52668,39511,65027
Colleton County,45029,45029,SC,South Carolina,.1528239,.1935484,.1117318,21590,NULL,NULL,.1847826,.1666667,.15,NULL,NULL,NULL,135,NULL,NULL,.8476296,.8987657,.8135095,.4349446,51053,38654,59448
Darlington County,45031,45031,SC,South Carolina,.1801802,.1666667,.2037422,18074,NULL,18074,.165,.125,.1122449,NULL,NULL,NULL,163,NULL,169,.8475566,.9236419,.7963961,.4529056,51122,29594,65304
Dillon County,45033,45033,SC,South Carolina,.1479821,.1136364,NULL,18260,NULL,NULL,.2272727,.2666667,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8885232,.9219493,.8556249,.5421593,43942,33207,54372
Dorchester County,45035,45035,SC,South Carolina,.2055666,NULL,.205914,21346,NULL,21831,.1218569,n/a*,.1148825,18075,NULL,NULL,163,NULL,166,.7106881,.7661728,.6837239,.3670781,84182,63508,94631
Edgefield County,45037,45037,SC,South Carolina,.1394928,NULL,.1605505,14841,NULL,NULL,.1428571,n/a**,.1142857,NULL,NULL,NULL,NULL,NULL,NULL,.8219423,.8993132,.7664997,.4350555,69741,47123,83911
Fairfield County,45039,45039,SC,South Carolina,.1341108,.1101322,NULL,NULL,NULL,NULL,.1521739,.24,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.829725,.8949531,.7400811,.6200687,54010,46611,64150
Florence County,45041,45041,SC,South Carolina,.2071084,.1787072,.1781116,25285,23864,26701,.1334746,.1702128,.1807229,12022,NULL,NULL,173,155,160,.7503908,.820242,.6941643,.4862875,71363,51121,87380
Georgetown County,45043,45043,SC,South Carolina,.1456311,NULL,.1389474,19257,NULL,20001,.1212121,n/a**,.0909091,NULL,NULL,NULL,141,NULL,149,.7281797,.8893253,.6527406,.3631524,71010,42565,84429
Greenville County,45045,45045,SC,South Carolina,.1717799,NULL,.1746988,21638,NULL,21010,.0947512,n/a**,.0741379,14809,NULL,15490,160,NULL,157,.635891,.7856175,.5771204,.3190137,81375,61654,88740
Greenwood County,45047,45047,SC,South Carolina,.1755793,NULL,.2023634,17923,NULL,20140,.1319797,n/a**,.1313869,NULL,NULL,NULL,139,NULL,138,.7850663,.9051021,.7190635,n/a**,60070,51120,65701
Hampton County,45049,45049,SC,South Carolina,.1744548,.2,.168,12342,NULL,NULL,.2142857,.24,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.885937,.9328283,.8233311,.5909022,43009,34116,54219
Horry County,45051,45051,SC,South Carolina,.1449464,NULL,.1455477,21495,NULL,20974,.1255605,n/a**,.123723,15070,NULL,14802,157,NULL,156,.7610804,.8645936,.7385775,.2253833,65575,43961,70185
Jasper County,45053,45053,SC,South Carolina,.1324786,.1173709,NULL,23548,NULL,NULL,.0967742,.04,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8306881,.9202237,.733005,.5779929,58336,40721,75650
Kershaw County,45055,45055,SC,South Carolina,.1708369,NULL,.1794872,22706,NULL,20102,.1111111,n/a*,.0977444,NULL,NULL,NULL,178,NULL,163,.8153387,.832087,.8083339,.3129955,62244,50989,66550
Lancaster County,45057,45057,SC,South Carolina,.1474067,NULL,.1503759,19224,NULL,18980,.154321,n/a**,.15625,NULL,NULL,NULL,133,NULL,134,.7198319,.7346117,.7146415,.2995701,85008,97907,80730
Laurens County,45059,45059,SC,South Carolina,.1341579,NULL,.1251841,15925,NULL,15606,.1276596,n/a**,.1058824,NULL,NULL,NULL,121,NULL,102,.8261106,.8640941,.811107,.3212228,55429,37767,64007
Lee County,45061,45061,SC,South Carolina,.1526104,.1558442,NULL,NULL,NULL,NULL,.2631579,.2777778,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8765716,.9068685,.8237945,.6766443,45875,34293,65662
Lexington County,45063,45063,SC,South Carolina,.1846543,.2105263,.1858146,19401,NULL,19385,.1084475,.03125,.1085366,14597,NULL,14264,160,NULL,159,.6944842,.7394726,.6817061,.2564976,75431,57776,80140
McCormick County,45065,45065,SC,South Carolina,.1355932,NULL,NULL,NULL,NULL,NULL,.25,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7978294,.9333877,.6804051,.5001041,57950,41756,70321
Marion County,45067,45067,SC,South Carolina,.1724846,.1627119,NULL,22655,NULL,NULL,.1904762,.2708333,n/a*,NULL,NULL,NULL,175,NULL,NULL,.8557076,.8853917,.8154781,.613681,50693,38753,67985
Marlboro County,45069,45069,SC,South Carolina,.1407767,.1442953,NULL,23597,NULL,NULL,.1896552,.1860465,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.9062436,.9117178,.8985866,.6082341,45307,37015,56054
Newberry County,45071,45071,SC,South Carolina,.1536098,NULL,.1728395,15903,NULL,15380,.14,n/a*,.125,NULL,NULL,NULL,112,NULL,NULL,.8293772,.9348559,.7716395,.4008616,57692,39881,67916
Oconee County,45073,45073,SC,South Carolina,.1154993,NULL,.115997,15891,NULL,15862,.116129,n/a**,.1176471,NULL,NULL,NULL,148,NULL,149,.7400057,.8237618,.7289357,.1585092,64241,42353,66893
Orangeburg County,45075,45075,SC,South Carolina,.1936186,.203252,.1477273,23299,23653,NULL,.1835206,.19,.3846154,NULL,NULL,NULL,159,175,NULL,.8221189,.8295115,.8097001,.6702096,47034,36849,66241
Pickens County,45077,45077,SC,South Carolina,.1330665,NULL,.1327208,18918,NULL,18918,.093985,n/a**,.0923077,NULL,NULL,NULL,141,NULL,141,.7396765,.6776994,.7483852,.1442967,67183,55651,68789
Richland County,45079,45079,SC,South Carolina,.2422179,.2461404,.2245014,27165,28703,23297,.126506,.1573965,.0964467,10603,10112,NULL,192,200,175,.6379944,.7409641,.5103407,.5809695,72184,54294,93664
Saluda County,45081,45081,SC,South Carolina,.1244813,NULL,.078125,NULL,NULL,NULL,.1,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8386524,.9378797,.7821771,.4205133,58014,39902,67822
Spartanburg County,45083,45083,SC,South Carolina,.1559563,.1964912,.1507431,19882,14474,20197,.1463715,.125,.125,14067,NULL,14444,144,NULL,152,.7591219,.8317788,.7306925,.3199199,69330,53707,75683
Sumter County,45085,45085,SC,South Carolina,.1816038,.1521197,NULL,17774,14064,NULL,.1331169,.147541,n/a*,NULL,NULL,NULL,126,NULL,NULL,.7987144,.8630524,.7277605,.551412,59762,48942,71373
Union County,45087,45087,SC,South Carolina,.1337868,NULL,.1316397,15115,NULL,15115,.1186441,n/a*,.1052632,NULL,NULL,NULL,NULL,NULL,NULL,.8786178,.9369695,.8505556,.3517942,52916,44683,57142
Williamsburg County,45089,45089,SC,South Carolina,.1682028,.1518987,NULL,23456,NULL,NULL,.1917808,.125,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8734449,.8891068,.8427948,.68796,46239,40630,56805
York County,45091,45091,SC,South Carolina,.1785033,NULL,.1809499,23655,NULL,23622,.087886,n/a**,.0879765,23965,NULL,23965,171,NULL,172,.6621849,.7517482,.6301998,.3012061,86505,60622,95405
Aurora County,46003,46003,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7943615,.8478261,.7899461,.1177963,74162,59653,75574
Beadle County,46005,46005,SD,South Dakota,.1790541,NULL,.1790541,17539,NULL,17539,.0566038,n/a**,.0566038,NULL,NULL,NULL,NULL,NULL,NULL,.7994639,.837231,.7915274,.224502,62290,45323,65580
Bennett County,46007,46007,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8158864,.8686354,.7595212,.6639511,55926,46451,63178
Bon Homme County,46009,46009,SD,South Dakota,.1666667,NULL,.1666667,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.815701,.9450223,.7958485,.1310088,63872,97672,62728
Brookings County,46011,46011,SD,South Dakota,.1893096,NULL,.1883408,23960,NULL,24072,.0352941,n/a**,.0357143,NULL,NULL,NULL,174,NULL,174,.6079912,.5269679,.6146187,.0953883,71335,50422,72882
Brown County,46013,46013,SD,South Dakota,.1894198,NULL,.1889081,21086,NULL,21442,.0720721,n/a**,.0733945,NULL,NULL,NULL,176,NULL,178,.7065868,.7718781,.7009398,.1227858,75524,41317,78915
Brule County,46015,46015,SD,South Dakota,.1555556,NULL,.1555556,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.75218,.9427918,.7254651,.1552511,74483,95352,71123
Buffalo County,46017,46017,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.9058598,.9564706,.6806283,.8772528,39854,37149,49158
Butte County,46019,46019,SD,South Dakota,.125,NULL,.125,NULL,NULL,NULL,.0526316,n/a**,.0526316,NULL,NULL,NULL,NULL,NULL,NULL,.7935549,.8908297,.7866933,.0839147,63626,23195,66320
Campbell County,46021,46021,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.712037,.5,.7128253,.010453,90701,60550,90793
Charles Mix County,46023,46023,SD,South Dakota,.1176471,NULL,.15,NULL,NULL,NULL,0,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.8254134,.9109043,.7950955,.369863,60837,36472,68022
Clark County,46025,46025,SD,South Dakota,.14,NULL,.14,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8142165,.647619,.8215942,.0609856,72269,47893,73005
Clay County,46027,46027,SD,South Dakota,.3035714,NULL,.3035714,19587,NULL,19587,.0588235,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.5155869,.5845942,.5075393,.1229443,69188,23620,74759
Codington County,46029,46029,SD,South Dakota,.1824034,NULL,.1824034,15212,NULL,15212,.0823529,n/a**,.0823529,NULL,NULL,NULL,125,NULL,125,.7844555,.8506494,.7804632,.0702318,69473,68894,69503
Corson County,46031,46031,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8303764,.8739377,.7619578,.7092131,53541,33770,83874
Custer County,46033,46033,SD,South Dakota,.1262136,NULL,.1237113,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7495583,.7361702,.7505536,.0945993,66094,53565,67142
Davison County,46035,46035,SD,South Dakota,.2228412,NULL,.2228412,14738,NULL,14738,.05,n/a**,.05,NULL,NULL,NULL,125,NULL,125,.7609375,.7843987,.7592075,.0899955,66661,40958,68858
Day County,46037,46037,SD,South Dakota,.1011236,NULL,.1126761,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7939979,.884097,.784611,.1382129,64389,37059,68145
Deuel County,46039,46039,SD,South Dakota,.2307692,NULL,.2307692,NULL,NULL,NULL,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.7641416,.5274725,.7714871,.0318161,68565,70755,68493
Dewey County,46041,46041,SD,South Dakota,.1772152,.1692308,NULL,NULL,NULL,NULL,.2142857,.2727273,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8401547,.869053,.7689732,.798235,55560,45408,78852
Douglas County,46043,46043,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8305166,1,.8191653,.052901,71895,65715,72218
Edmunds County,46045,46045,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7449889,.8333333,.7435898,.0327411,79393,36627,79808
Fall River County,46047,46047,SD,South Dakota,.0939597,NULL,.0939597,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.7852167,.8041853,.7823961,.1511662,59325,62925,58922
Faulk County,46049,46049,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7105583,.9104478,.7020873,.0499569,69215,n/a**,69215
Grant County,46051,46051,SD,South Dakota,.0923077,NULL,.0923077,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8258893,.8421053,.8248528,.0727449,73392,62524,73695
Gregory County,46053,46053,SD,South Dakota,.1111111,NULL,.1111111,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.7949153,.8125,.7932442,.1202095,62787,34866,65187
Haakon County,46055,46055,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8489406,1,.8422555,.0629203,55996,62622,55930
Hamlin County,46057,46057,SD,South Dakota,.2105263,NULL,.2105263,NULL,NULL,NULL,.125,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.7967856,.897541,.7896119,.0628333,75699,65883,76301
Hand County,46059,46059,SD,South Dakota,.0862069,NULL,.0862069,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.7669945,.4615384,.7721739,.0215086,72430,43029,72763
Hanson County,46061,46061,SD,South Dakota,.1688312,NULL,.1688312,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7990338,.8461539,.798736,.0038269,74169,71000,74193
Harding County,46063,46063,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7390351,.9230769,.7279069,.0900076,75776,19825,76187
Hughes County,46065,46065,SD,South Dakota,.1511628,NULL,.1513944,NULL,NULL,NULL,.0512821,n/a**,.0526316,NULL,NULL,NULL,NULL,NULL,NULL,.6450896,.8592684,.6123281,.1732417,78049,38353,82803
Hutchinson County,46067,46067,SD,South Dakota,.1344538,NULL,.1355932,NULL,NULL,NULL,.1875,n/a**,.1875,NULL,NULL,NULL,NULL,NULL,NULL,.7448428,.8703704,.7406334,.052905,70199,84433,69941
Hyde County,46069,46069,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7748479,.4336283,.8190149,.1525169,70770,62473,71799
Jackson County,46071,46071,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7945426,.8880753,.6966046,.6087618,42921,39611,45069
Jerauld County,46073,46073,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7923644,.74,.7941788,.0384426,86291,53306,87561
Jones County,46075,46075,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7599338,0,.7727273,.0136054,52820,24040,53552
Kingsbury County,46077,46077,SD,South Dakota,.1714286,NULL,.1714286,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.7726631,.9238095,.7680442,.0308033,69980,54280,70287
Lake County,46079,46079,SD,South Dakota,.2321429,NULL,.2321429,NULL,NULL,NULL,.025641,n/a**,.025641,NULL,NULL,NULL,NULL,NULL,NULL,.6712839,.7904192,.6664648,.0644982,79805,82211,79705
Lawrence County,46081,46081,SD,South Dakota,.1653747,NULL,.1648936,17018,NULL,16854,.03125,n/a**,.0322581,NULL,NULL,NULL,NULL,NULL,NULL,.6530764,.6363636,.6541029,.0893239,71391,39714,73259
Lincoln County,46083,46083,SD,South Dakota,.2375139,NULL,.2375139,21317,NULL,21317,.046729,n/a**,.046729,NULL,NULL,NULL,165,NULL,165,.605625,.6860392,.6018384,.0665222,109824,120275,109432
Lyman County,46085,46085,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8020833,.9327411,.7382134,.43939,60510,42287,69680
McCook County,46087,46087,SD,South Dakota,.2307692,NULL,.2307692,NULL,NULL,NULL,.0952381,n/a**,.0952381,NULL,NULL,NULL,NULL,NULL,NULL,.7659751,.9751553,.7562246,.0593359,71858,41546,74034
McPherson County,46089,46089,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8362806,.8602151,.8349398,.0482234,61829,64907,61783
Marshall County,46091,46091,SD,South Dakota,.1166667,NULL,.1296296,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7596331,.8324608,.75,.178141,74594,50884,77289
Meade County,46093,46093,SD,South Dakota,.1582569,NULL,.1558139,22741,NULL,24005,.057971,n/a**,.0597015,NULL,NULL,NULL,155,NULL,151,.7281618,.723852,.7285758,.1224475,70606,56831,72031
Mellette County,46095,46095,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8634185,.9693549,.7594936,.5951338,41601,25341,56112
Miner County,46097,46097,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7983248,.8870968,.7946309,.0480036,64339,36428,65196
Minnehaha County,46099,46099,SD,South Dakota,.2220472,NULL,.2258169,21619,NULL,21591,.0638298,n/a**,.0644699,NULL,NULL,NULL,170,NULL,170,.6595631,.8598933,.626263,.1858966,73636,50377,77128
Moody County,46101,46101,SD,South Dakota,.1504425,NULL,.1504425,NULL,NULL,NULL,.0588235,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.7900565,.851319,.7758285,.2304027,73255,62023,75800
Oglala Lakota County,46102,46102,SD,South Dakota,.1413043,.1413043,NULL,NULL,NULL,NULL,.1538462,.1538462,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8823937,.8976424,.6153846,.957098,43132,41997,68227
Pennington County,46103,46103,SD,South Dakota,.1872025,NULL,.188172,17684,NULL,17684,.0960452,n/a**,.0942857,NULL,NULL,NULL,149,NULL,150,.6737357,.7723338,.6564327,.1997959,77041,43254,82169
Perkins County,46105,46105,SD,South Dakota,.1290323,NULL,.1290323,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8003895,.9333333,.7963892,.0447196,73612,47860,74655
Potter County,46107,46107,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7817531,.2972973,.7926829,.0726569,71638,59227,71828
Roberts County,46109,46109,SD,South Dakota,.1208054,.1264368,.1129032,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,.8276914,.909986,.7880226,.4312105,68604,50640,76454
Sanborn County,46111,46111,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8025286,.9181818,.7943262,.0577889,75435,55172,76299
Spink County,46115,46115,SD,South Dakota,.1346154,NULL,.1346154,NULL,NULL,NULL,.0714286,n/a**,.0714286,NULL,NULL,NULL,NULL,NULL,NULL,.7782258,.7988827,.7773629,.0623567,80654,43718,81676
Stanley County,46117,46117,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.6870192,.9208633,.6509434,.1568235,86935,73488,89226
Sully County,46119,46119,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7453348,1,.738149,.0458302,97635,42617,98825
Todd County,46121,46121,SD,South Dakota,.0425532,.0425532,NULL,NULL,NULL,NULL,.25,.25,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.841702,.8819266,.5894428,.9178001,37546,32937,64161
Tripp County,46123,46123,SD,South Dakota,.1428571,NULL,.1460674,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7849741,.8970588,.7665862,.1834309,59374,31222,63353
Turner County,46125,46125,SD,South Dakota,.1879699,NULL,.1879699,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7678602,.8082901,.7664639,.0450145,68802,39875,69670
Union County,46127,46127,SD,South Dakota,.2007576,NULL,.2007576,16838,NULL,16838,.0188679,n/a**,.0188679,NULL,NULL,NULL,NULL,NULL,NULL,.695598,.6627393,.6978867,.0745865,94387,110622,93553
Walworth County,46129,46129,SD,South Dakota,.1585366,NULL,.1585366,NULL,NULL,NULL,.1538461,n/a**,.1538461,NULL,NULL,NULL,NULL,NULL,NULL,.7678847,.7327731,.7742327,.2088929,70943,58415,73350
Yankton County,46135,46135,SD,South Dakota,.2346369,NULL,.2346369,20984,NULL,20984,.047619,n/a**,.047619,NULL,NULL,NULL,151,NULL,151,.717939,.8532872,.7043496,.1116785,75993,43057,78177
Ziebach County,46137,46137,SD,South Dakota,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a*,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8368883,.8783542,.7394958,.7643923,50017,41572,66605
Anderson County,47001,47001,TN,Tennessee,.1355932,NULL,.1375786,16170,NULL,16255,.1420455,n/a**,.1428571,NULL,NULL,NULL,132,NULL,132,.7666178,.8118239,.7630144,.1093852,65130,44125,66986
Bedford County,47003,47003,TN,Tennessee,.0980926,NULL,.0991736,17303,NULL,17303,.125,n/a**,.125,NULL,NULL,NULL,149,NULL,149,.837233,.9147896,.8199118,.2268388,65688,49055,68932
Benton County,47005,47005,TN,Tennessee,.1473684,NULL,.1473684,NULL,NULL,NULL,.1190476,n/a**,.1190476,NULL,NULL,NULL,NULL,NULL,NULL,.8744819,.9697842,.8685299,.0702582,47388,22624,49431
Bledsoe County,47007,47007,TN,Tennessee,.1363636,NULL,.1363636,NULL,NULL,NULL,.2962963,n/a**,.2962963,NULL,NULL,NULL,NULL,NULL,NULL,.8714913,.8566553,.8732338,.111971,61734,43007,63105
Blount County,47009,47009,TN,Tennessee,.1258155,NULL,.1264151,19162,NULL,18671,.1148148,n/a**,.1156716,NULL,NULL,NULL,160,NULL,157,.7549934,.8090541,.7514938,.0918317,74417,63703,75095
Bradley County,47011,47011,TN,Tennessee,.1409278,NULL,.1427711,18049,NULL,17969,.1458333,n/a**,.1350211,NULL,NULL,NULL,156,NULL,156,.7934522,.7334752,.8009161,.1590413,69462,59260,70542
